ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1971.005.PfA.JaLew,Unknown,1971,200 Font Hill Avenue,,James E. Lewis,Sculpture,,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Auditorium; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,brass,,,,,,Male,,,,,,,,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,4099,,,,,39.284526,-76.6666306,12/8/2022 11:54am
1971.010.XXX.JoShe,Unknown,1971,601 E. Fayette Street,,Joseph Sheppard,Mural,in place – unconfirmed,,,,,,,,,Baltimore,MD,21202,Police Headquarters Building,Interior,Police Headquarters Building,Indoor,mural,,,,,,Male,,,,,,,,District 11,Downtown,Downtown/Seton Hill,7718,,,,,39.2902248,-76.6085998,12/8/2022 11:54am
1971.008.XXX.LaMid,Unknown,1971,2000 Cecil Avenue,,Lawrence Middleton,,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21218,Cecil-Kirk Recreation Center,Interior; community room,Cecil-Kirk Recreation Center,Indoor,acrylic,,,,,,Male,,,,,,,,District 12,East Baltimore Midway,Midway/Coldstream,3679,,,,,39.3133834,-76.6083572,12/8/2022 11:54am
1971.002.XXX.ThHof,Unknown,1971,1501 W. North Avenue,,Thomas Hoffmaster,Sculpture,,Mayor & City Council,Baltimore City Health Department,,,,,,,Baltimore,MD,21217,Druid Health District Building,Interior- addition,Druid Health District Building,Indoor,metal,,,,,,Male,,,,,,,,District 7,Druid Heights,Upton/Druid Heights,4332,,,,,39.309929,-76.641387,12/8/2022 11:54am
1971.011.PfA.TyStr,Unknown,1971,3536 Brehms Lane,,Tylden Westcott Streett,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Brehms Lane ES,Interior,Brehms Lane ES,Indoor,metal,,"1971.011.PfA.TyStr-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/3t0GODC1Ak-JwenPm8YIvw/4DGOXGgHEbY7qEOF8LE7HiH-7IyFi-mMllzx577oWmmg5HoE36bO1Jlr6KvptvbaThsmdQSHYkNMZGX-YLOGQA/b91M87XerJhJ2YFKAVCilVc6fVLSNWwL0dUZZ5Cfk_w),1971.011.PfA.TyStr-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/U75txvnCAvKhCunMdVYaGw/e9nQZ-8Z9SVpEXBN31GhWA2NebtWB20WwP2rU-3mhggnIdY_c7O3ILQkmsHly62jcA5T4B3vIl-oL0Q2diGLXA/B8aUIMcC1sVZ4TPbaYzKh3-sjHT-x6_gk7_gAO7oQao)",,,,Male,,,,,,,,District 13,Belair-Edison,Belair-Edison,1111,,,,,39.3214397,-76.5662917,12/8/2022 11:54am
1971.012.PfA.PeVan,Untitled,1971,2235 N. Fulton Avenue,,Peter van Rossum,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Westside ES,Front facade,Westside ES,,exposed aggregate,,,,,,Male,,,checked,,,,,District 7,Penn North,Penn North/Reservoir Hill,1377,,Condition assessment (1991),"organic growth, ivy",,39.314531,-76.6448798,12/8/2022 11:54am
1971.004.XXX.WiLei,Untitled,1971,4001 Clifton Avenue,,William Leizman,Sculpture,removed – unconfirmed,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Cahill Recreation Center,Exterior,Cahill Recreation Center,Outdoor,corten steel,,"1971.004.XXX.WiLei.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/eKqlLNYcam6hEJhigvjz6w/AlOMxiuIFdKGNugg7VhLBQwzbJJiaGmgIfujfj3y9NXK6wz4kxmh61x0n2kVIahB/kqwTqt6dilPnUOJsEnBVaq0SOQTVdkoLpazAAPQ_4ic),1971.004.XXX.WiLei (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/DqTO9fKcd2EgO2bprtwVSw/MmYKSk09O1nZkm1JhxBDbpGUmgR838U-KlN_M8uF9_KjmHbkFg70ffUirDofpKux/BktNm3k6cE3a55-qQqEwHLfzml-UT8e54nV90sO4dNg),1971.004.XXX.WiLei (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ZPRqvBNtq0CznoATxQej-A/w_awBm6L0TrTDOuTsGRxxOeAr3Y4CpUx6-65EGWG4LV0vzD-kouJGFYKkWqybTZ1/9248L7GEmnxto5VM8OUMkfeLmhrn_lMK6X4wOUqHEn0),1971.004.XXX.WiLei (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/0tDZk2qr1atXWOWl51HPvA/ho_o5m5gsxTEUV6TowZn1zLWkXIVzrWuO2R9JPffq0xZBSYZAbCp-v5_m8oGGFHY/2u0Ar2OXp18mYBH5FNSxy0pKH5iZj-4DG6squK9QVWs),1971.004.XXX.WiLei (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/5sgjRjQYDs17TK2HlXdz3g/0bohpWSXZFUiXodOTSw0RbQAD2qSTkGkDXayJ3T4KoFYx0h1K2NzY1iyGz0ai1SS/EgS61LYEqojy91fxvJEvfUOcUZjGHJ_uGro2I-txPKA),1971.004.XXX.WiLei (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/xnNrTDK3wFMLjM62vWK-9A/y6msS2TpboLvK0m8VHHCA9fo8q2d655hlXTz3UmmIaecdHHpqMc3GXZgHNjEjWvq/UGE7a0lZHRalP1P5moIJL-NOEGLGQbMLqg8zvre2Q4w),1971.004.XXX.WiLei (7).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/u3YoFBQZYVfymSKSg8nkDQ/LfUvDZlzQAoVlKmmWjBDL-T7dOV8vDJ2vY6DVKRtxu_TkquvoT3yWhbLvVxB_XMC/1HUUx7I-xxSOTMdKxuqtL9aVmrP1j8JQbxOA1JsaiZk),1971.004.XXX.WiLei (8).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/1n9pFtZlHDd0Mwb9I6q2gw/zozFrdjCWN2fNkLNOM5AGFfNzHYtbQfxOBOo4o5W-3m2g8BGl8E3fq6oNGRWZKkg/gpZZ02ilNvBjKkwu3aJ72EhqqSDelnhswd11OtKrkeQ),1971.004.XXX.WiLei (9).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/PPs0cAG7TYscB_Dn60Q2IQ/DWQ3jRhh6cN_o_UHsfucQO1LU2NMO0KSxflpX-9OCxw5YNjDQi3KkRplQW7cf0XH/tKYl3ew23d4Nm-uJegUuK8PJcebQEV7SPaveU8g6xaI),1971.004.XXX.WiLei (10).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/0H3TS79BVRYtWmrxRbfMlg/2BDrNx14m3AWL9DMTHFftBqXVBtEQbAdGJaav8gLxs8XD3f2OUWgi2-vD0e-MUUprdRXsaAyDqk9MrqJAGcJQA/6sneX5x6DrDdT8VmJeFBBBicZJvWk2C3aANFm4a2Ddc),1971.004.XXX.WiLei (11).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/VjFUTwRWVpLFkHvCY0tHxw/wvfTz1L_D4DEzUPHk_7KQyA58WDuIglps2CmopzGkBC7glnfCIilRGTorVyRlparjOy9rlvnm4NEat9fTp6feA/ERtiXFhXDl28zTqWlVgoPYK4k_EonUROXgFNMComhOM),1971.004.XXX.WiLei (12).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/CV8O4qdM5HcJZo9_ii5MFA/pa7OW7vhMdykufCs38roN6NPTMLSdHxbtBGACjiUo1HJ9ZhO07GiKcq0R0zZUH61D-epmtTYiowQ_Vmj02dPcg/iGLkexz74fvSfShb-xEhuoR_5tFMM3r6DT_nx7F1I9w),1971.004.XXX.WiLei (13).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/znPCxNo4YpNkWj3fU5XUWg/Icm4aSQcbPq7-IH573QzIF-ieZ1j1Z1xAjKQAPASuygl2qYjVJ0Y4BHgrIGbIJCHIb64hg6H6mOOL_BnWaPH8w/Y2bZI4yw12cyLVK5Y6fTDdImmulm6Jfsq4l-Lcwa3SU),1971.004.XXX.WiLei (14).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ltRHm8UxpwFQiBgQC_O-Yw/JVnI_4YdezAwrmSuNdQob0465KiC99NuNAKYt7RkbE_hgwOJwCSH189xccarI39eySvX6UYJG_RZRUlQUVr_vA/jFfDXBhsblVwr4AXXK8gdsliZWsa8ahSxnKRxNlbkkc),1971.004.XXX.WiLei (15).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/6MJN715pKh9ou8uGwh0rCg/MpVqpj4UIDSXFBMDZbDgAslg70IZB4cMrA0I2joGJ6lBHjJJjN2BoRIutRJNBJTqzPDV_FV3ZTXjODMVsCSZ0A/nL6k6ZFyaQOzGbdhmHMVFVOHsfVzdGvy03Tqw41Cdk0),1971.004.XXX.WiLei (16).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/pnLZ39lg5N_uA6xCmeQ8yQ/D6uh3e3SaJnnCGWY5IJ3IdNCW5ufjBj5CoxRnXprWA2HfaLclwHXLjbg_B3MuXgGN2xgUcb0CrYP24EcC4dEKQ/tMv-BxbKhdXbvsdNxCjmjbtTPU9Y2mx9vdg09Kd-GT4),1971.004.XXX.WiLei (17).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/RuqgZ7MNtzh13V4cG_Sb9A/5vYIFQn145NjGOaleQtlDLrf9LVhpYnMLqgM6PSXNAVtEC-g1db2ICPgWIIZh4awt5RFrgyvUMSADpQdR_tlOg/Z-49371aPuKwHh_FX1owUEY5BXSLVn7eEx-yfM0Dka8),1971.004.XXX.WiLei (18).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Sj7ihdoFQ-JTSxgDGhXQ4g/78DfDQNQOupkbTKKATsRlk_ydDfj67o8UYrApP3Qazacdekt7GGgbDy8_05t2T2aOcuNIKI0yVrqEIVhjS2uZA/9cGb_5TSW5wFtyxjys2XjeCcLx1CDI4R17zlOeBpCUs),1971.004.XXX.WiLei (19).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/MinWW4Z-CFmXYG0W6DSXlg/gWnSnsb784x9KI-QEQMMuvErb-xmPuwiGDyJzEIOhNWNcTVPuqR2RINudq7MQ6vgIbZDh3bvEdF_ZTWLDDq4xQ/fbDXJQw618Ea3WM2c0Dob3ExRaB99OyrScNQ9IVnoxs)",,,,Male,,,,,,,,District 7,Gwynns Falls/Leakin Park,Forest Park/Walbrook,3560,,,,,39.311932,-76.6871167,12/27/2022 6:00pm
1971.013.PfA.BeWel,Yum Yum Tree,1971,1200 S. Grantly Street,,Betty Wells,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Violetville Recreation Center,Interior; entrance wall,Violetville Recreation Center,Indoor,stone aggregate,,,,,13 ft. x 16 ft. 3 in. x 4 in.,Female,,,checked,,,,,District 10,Violetville,Morrell Park/Violetville,9103,,Condition assessment (1991),"bike rack has damaged piece, stones and moartar are missing in several areas, most notably just above the bike rack to the left of the vertical element, smaller areas have been painted to hide the loss, paint has dripped onto other areas and annother patch was filled with grey concrete, individual stones are falling out, maintenance has mared the piece",,39.2677982,-76.674149,12/8/2022 11:54am
1970.013.XXX.ThScu,Give Peace A Chance,1970,N. Charles Street,Street name,Theodore Scuris,Monument,,Private Property,,,,,,,,Baltimore,MD,21218,Johns Hopkins University,"Wyman Quad ""lower quad'","""Johns Hopkins University, Homewood Campus""",Outdoor,aluminum,,,,,10 ft. x 46 in. x 46 in.,Male,,,checked,,,,node/2451200758,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,9332,,Condition assessment (1991),"tape and adhesives cover entire surface, used as an announcement board, gouges at all edges extending to full height of piece, very dirty, cracked disintegrating concrete base,",,39.3274936,-76.6225189,12/8/2022 11:54am
1970.014.XXX.FrSom,Human Will and Energy,1970,1801 Annapolis Road,,Francesco Somaini,Sculpture,,,,,,,,,,Baltimore,MD,21230,Baltimore RESCO Plant,,,Outdoor,bronze,,,,Relocated from Charles Center,33 ft. h,Male,,,,,,,,District 10,Carroll - Camden Industrial Area,Washington Village/Pigtown,3893,,,,,39.269557,-76.627968,12/13/2022 7:40am
1970.016.PfA.EdWil ,Second Genesis,1970,2801 St. Lo Drive,,Edward N. Wilson,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Lake Clifton HS,Interior,Lake Clifton HS,Indoor,metal,,"1970.016.PfA.EdWil -Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/CZrADfyiiPbSNAcraj0sFA/E_6QEHUPkjY2wLRul2V8kKEprJqHt5FvYuAtY4JhTjE0znaMoNQP_Mk31WpeEf-NQuUwituoNJ2-CqcrRQF56Q/3316_jqZKNh3Xkgp2cQmJZJYlL-bUL7irx_Rkgu17IY),1970.016.PfA.EdWil -Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/pfC8BJsWGVITKKyNBnE9OA/QeQ6tvBxbt6IqzIvA_CrxtHbPeMhofjqNXytcTMuXxC8fRjn6c1J91Gauom_Vwqvy1IVzMP60PjXhupNu_3LGw/JyDac42uxq1OKje8Q1hzML1DMyF2H5wAQ3iOdOYRBZM),1970.016.PfA.EdWil -Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/5KHiMj9wfX6YXZaJj9Tw9A/ViNwVYvdDxnf_9PatVKb7uU9oxEqHXMBN1Go7TdQRqa77dRvCZ5XNZLCM6SgpRQ5cjYWco9dCgdXKEGIJDHFGg/SdK_bq6CEBGbPdiHCuD2vW25g8W2sOW2efMj6xdSNag),1970.016.PfA.EdWil -Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/zjgo-sPpKJZW3weqsJCSiw/29xP-fvzH2QKqX9IWcgh0ChcDTjElasHRCi2_zck9dtlSSh8yygZLrp7WMNJklWl70xgxxFdkbGKyErrB4T8vw/yh_6FIf5zLmYdwvZ_wKWXSD9WIq7qtuitPC7PWyk7-g),1970.016.PfA.EdWil -Photo2014.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/txytqqddEyEQjsoIGcGYNA/jo-lMm21veeL8upRbSXvOIlmRYpLLRlIjYmpSoLRbD_OOt0hevENzYiW_NM2YfGtD8f-XC85uLkDoCzzDhNIhQ/DVR0P2lngCiKH5fXC2xlMG7jLZdy5Tm03rsuy0-vPM4),1970.016.PfA.EdWil -Photo2014 (18).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/QGrnKDyNo8mFeRjk2QfNOg/PfN-TzMfpJP7KbNGCXnWXSBbvgKYa4OMMxN6H1q0_Jun4cAPJhUAxkNeRD39qDDGFaqBzdRRTU821RL7DIU8rA/-jwtD9vsmct2y1vXZf14dNztMlU_y0RIFN88Legp99Q),1970.016.PfA.EdWil -Photo2014 (17).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/_68OHPZBZFE_ag1-PSycpg/Z_5Cxe-VF97cSoQ-YsmUc0jPBJTxjksMKoum9Z66ouli7VEVL588XSGe3h36B7ydqbYtqSvpdpgHw6bTFhK1pA/QBe7OL_ggTnQVT6AIOycy7rg7RBJhaNzYlE-QfqNZoE),1970.016.PfA.EdWil -Photo2014 (16).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/79L-5GYoH1QAtnRX1fDHtQ/Q4orAQPti9oFESteBXkGb-fC5EoLRTVcbBcYTi1fgGNI8y8GGvwmQd9Vc_g3o03Ca_nac1dcITLvmA9w_vP4Iw/bVvDaggGr3ArgyGAo2B7CBbijaFEXsqjn0uGRE16NR0),1970.016.PfA.EdWil -Photo2014 (15).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wzJeT0bC3hpy7a6mJpqtuA/1eBZi-ec_Rl_DBMkBBcR3cshrRhih_eg5ZdFtIy4zRnYcSvNNKVAYdhasr0qDRDeBtxzFtW6GIt3iyHx3BRp5Q/9pKHxFtVTlYorMuvdC_1r7ovH6d4V5K0rwcSTTpJGhs),1970.016.PfA.EdWil -Photo2014 (14).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/9fEimE_bncTOrNjseh8ekg/qh7m4Yn8pl-NHxm0gdyy7EjteJSJTkqzj1IEY1FgPnfhhhHR49VKUrVR-ZhW0IuGjXeqaDQ6piyS0TPmKneEdQ/SGrgAGQ-buRvKI4qnphlSyn1_UyLMK-8oG5dOBZYNHA),1970.016.PfA.EdWil -Photo2014 (13).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/31J4Ua9lrFjNWdn6o2xJew/FnnF8uH-BjkdjrboAEFNuKt7dYN8JQutux4SKbM_oIp8Flhq53uEEKl4zopz8NEHr3D4FiMG6dqM5mqQFLYdrA/h8l7LI2BGAhgQDRKfItmBCfa_hts17DYjui19p8bhpc),1970.016.PfA.EdWil -Photo2014 (12).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/E5277WETQ-xgJUiigJUnwA/PuryQ0qQzN82qhrT0RH5vzClE1hr0LpzMN5-MX4u_51ANGXUnmrjLPfUlHhgXjZKRYUDNJG4IlMlcQETGzVqqg/zM6OJmMnXvPyyw4g1ljwgFBEDDv_dPaiWd_AFON_v78),1970.016.PfA.EdWil -Photo2014 (11).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Fyw8VxlEdrqTqq-KANbQvg/HaFUKMzQJrf7i6eWyIhGg9CRMTVRnAxqwz14PIski4OoAYGbUWs14mvJv8AWt6O1nZKHi1ff5URZAfT-1YmPVQ/HL-lDSouuv9UH1ehNEgESt8KhJ4EXaJUrz8JsYjiKXo),1970.016.PfA.EdWil -Photo2014 (10).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/BM54ZREnlYXLrWcfyk65wg/FXN7AI5qHWqkYGAIdfv5e0hBVsO6KKFRK-x3FN1-qvVFVP71UVtKsjJ_alnuuusXIHeNkKpaxZtbDE7D4cz4NQ/fSdsY5recpUD41G0Z2qwACsOO7Dd54Ip-_mEzTxcklk),1970.016.PfA.EdWil -Photo2014 (9).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/lAiTMbCHk9sMftMx532EFQ/WfmYvb8inNXQMRD-W4nYJoE_8y8MoSfFWVDOzdvy7oTkLOvREQAA8RPH9XYTIIob8COkwLyt4NNz3E-oxb0itA/fnrWugVi53paq93ONLGWvVfWFlYnZ-CE_eoy-otI578),1970.016.PfA.EdWil -Photo2014 (8).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/FzX8_1kvjtAyb3XCYKvsyQ/JiGiRWDXTxfo3VFd87Z7BCauMbGWNe-7XrNHCQyQVvSRd1mMgNBnCipSHkw3c9r70zXVXkgdnXutn52LgJCGUA/lHxLnEO4buc7OVLLLv1FrAz8MzWtKwaqTPWbr-zoMlw),1970.016.PfA.EdWil -Photo2014 (7).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/c8dJ3gAfd1ucmI3LxpkGWg/m4vGX09MplRt3beff4uKwr3OwBcUMjXxYTL7W6GBxrRjZeq3Il1TmNBcMqq63tc4taA_wNhH1DOOIBFiYnglEQ/TKgxX02FEnwPUXZVNSPM1Xxw9Tvq2vl_d-38TWIz57U),1970.016.PfA.EdWil -Photo2014 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/nfEAMyfb8mBZJ0dnmwmmKg/IzU-JzB880kr4H23eNObGsurgwVS3B1E5BM8ydWH1iKww7pPjVlEyzALIfh8N8btl_xBlmHLp34mkaFSwUeqpw/jeTOew2R6wHAcU09nGIy-I-GXpNZtv7Oar0ou8yK0QU),1970.016.PfA.EdWil -Photo2014 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/V-tgPgHxyFYt2QoijgMtfA/VvUAIYDkZiGTZdHTjoA4NL9j9C8xnU3ErhGy-FhfpT0TChAPMlJHfVF9FYyx83xypSmqn7GaiHrl9Sq_ocpOkg/jX_0cXpvIjD5EulNrJ_MFLNcIJvgeVTCl04m1ve1AmI),1970.016.PfA.EdWil -Photo2014 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ubs2hRwuymVtH2dr1FZP5g/1c-IjxyT0KgNwjWNjbpcrKcUyC8lUUZ7NFAzza4_7I4FuioOXyulqXtG0f5KpoTtQe6WQ6Z-udHsIZYxC6e-Hg/Trrcz0catGt2hEwVumcQaCBkqRpaJA79XANMlzRmbQY),1970.016.PfA.EdWil -Photo2014 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/6L4Nw5KDuTOyiDjMXRcr4w/jfzTQ-CtCGxp8canTBJcBUSa6AeoghzlWrfKYh16PAHei_3FvhgXY9wEJWokDSOpa0p84zOgM5UrjWZjbagS9Q/HMFWXWQoHeqPRMjCsonI41GvzO26xGO6OA0ZL5yB1qc)",,,,Male,,,,,,,,District 14,Clifton Park,Belair-Edison,1872,,,,,39.3177717,-76.586002,12/8/2022 11:54am
1970.012.PfA.OlRus,The Nest,1970,507 W. Preston Street,,Olin Lansing Russum Jr.,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Samuel Coleridge Taylor ES,Exterior,Samuel Coleridge Taylor ES,Outdoor,ceramic bas relief,,"1970.012.PfA.OlRus-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/lf2ry44pBnucb1bfLTTXZg/Tkw9fl0cXXi1f1OkwCLalrgPNNOE5p2iOWSGStPrfsZRjm-9oDetpRO4WjpTBDQfvUfXshn3xilDdnm-TxBvyA/52f0b6drut3aBSe0neJYa2Qksnb35BWSTuNtD7XmV70),1970.012.PfA.OlRus-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wkEa9RbEfrYmAHu_y-mJhg/BYEogXFHa5pd7z_MPmiYSnCDcwSaKzMXA0HiWh7P7m_m_ASgMBMgOZJxEYB3iBs7zvZjx7EKJAo5cr5ZlwpXrw/iKFstdrFMyU3GXl7IVAefquG3tKQQSIlJxTkxhBMp3g)",,,9 1/2 ft. x 30 ft. x 2 in.,Male,,,,,,,,District 11,Upton,Upton/Druid Heights,3833,,,,,39.2987592,-76.6285443,12/8/2022 11:54am
1970.011.PfA.AmRot,Unknown,1970,3750 Greenspring Avenue,,Amalie Rothschild,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21215,"Dr. Martin Luther King, Jr. ES",Architrave,"""Dr. Martin Luther King, Jr. ES""",Outdoor,aggregate stone,,"1970.011.PfA.AmRot-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/iFlqDJqegtsZgMVsvJV8zg/0fYpEA4fL0qkGvhJTRgrpxsJM5xgz5X5JA-LS0mh4Cemqbt9ZTcdSfgJzeldzpPUYS_cRP6fCv7QWylj5fz3Ew/TcY01zzNVeibG-DoWoM7LRglbcdIiiC3eTBlcGkl2kg),1970.011.PfA.AmRot-Photo2015 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/CpatEsC0GkeDC_3yiG8-7A/7FGmwzow0S_-sx4_TtpGazJjO48ZkePD_-48W4xeRAUMfAY10TK3MSkPtA3XPQkJ3EPuBa1Iqzi9zhBtkd2Izw/sXeWRLsWRFLwMR1VNTusjhau9O-9KMaX85_AR_MoWsw),1970.011.PfA.AmRot-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/hR3k2agPfmYwWhbQtbjspQ/G2lpjCFOx4qpZ3t6JgWr1_P-61ORpCOQEp4QlX2F2jpu7tV0RsjxnsxeneNqm627-HqzNuG3Od_mcJNT7x3pYA/aAo-CVt0esyDTNRjsNk8foUvkBrlHP4dlZ5W7HVvvvI),1970.011.PfA.AmRot-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/clhX0A26-47G7jBEZ85iiw/vDHBjiRzuw-d_bMBML8Y_uBVWVFJihrKqf0yYgFDLaJQrzaRu9l6fLwGYHF-WG1blKFtgfhzLBPHZFTAuXKHwQ/kY1w93ze08MRvl0QzDsSsUEnoC_p4dv6vX3is6uZf5o),1970.011.PfA.AmRot-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/8mADRd5x3PfTLKpOl5iz9g/p9Wb8NIFs8b3qqjsqu6HIvqc94P1POMK1OYwVeOmm10sNHGBjEj_z_uLOxn1zQQo_jbwOYGEqpO6CTLBF0iOJQ/yiE9-etyGosNYUPccQ086uByuQPwrhujppiht7eeDa0),1970.011.PfA.AmRot-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wK404EVmCMwAn_STEUnatg/Yrnla5dY7Vr1kz-3fgZ6XxK89wxrN8BnYrgtLLYESXxfXiSrqVjwYVypi0v9CH5AJ3UqHvQSjyw-KsSZVh4a_w/9byqHfDGsRjYdguK__K16hKfyv63bZqJVGkOVuX35uc)",,,,Female,,,,,,,,District 6,Park Circle,Southern Park Heights,5372,,,,,39.3335998,-76.6559962,12/27/2022 11:04pm
