id,osm_id,title,location,type,medium,status,year,creation_dedication_date,primary_artist,primary_artist_gender,street_address,city,state,zipcode,dimensions,program,funding,artist_assistants,architect,fabricator,neighborhood,csa,csa_2020,council_district,legislative_district,location_desc,indoor_outdoor_access,subject_person,related_property,property_ownership,agency_or_insitution,wikipedia_url,work_type,lon,lat
1983.011.XXX.BeBuf,node/9175414726,Bear and Cubs,Bufano Sculpture Garden,Sculpture,NA,in place,1983,NA,Beniamino Bufano,Male,3400 N. Charles Street,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Sculpture,-76.620593,39.331655999999995
2001.002.BMP.GaMul,NA,And Still We Rise,N. Stricker and W. Franklin Sts.,Mural,mural,in place,2001,NA,Gary Mullen,Male,N. Stricker and W. Franklin Streets,Baltimore,MD,21223,NA,NA,NA,Community youth,NA,NA,Harlem Park,Sandtown-Winchester/Harlem Park,Sandtown-Winchester/Harlem Park,District 9,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.641522,39.294225999999995
2002.005.XXX.FrKai,node/7834057297,Johnny Unitas,M&T Bank Stadium,Sculpture,bronze,in place,2002,10/20/2002,Frederick Kail,Male,1101 Russell Street,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Stadium Area,Washington Village/Pigtown,Pigtown/Carroll Park,District 10,District 46,"Unitas Plaza, main entrance",Outdoor,Johnny Unitas,NA,NA,NA,NA,Sculpture,-76.62207499999998,39.279109
1977.001.PfA.AlBal,node/7833999826,Steel Henge,Francis M. Wood Alternative HS,Sculpture,painted steel,in place,1977,NA,Alton B. Balder,Male,100 N. Calhoun Street,Baltimore,MD,21223,18 x 28 1/2 x 20 1/2 ft.,Percent for Public Art (BOPA),NA,NA,NA,NA,Franklin Square,Southwest Baltimore,Southwest Baltimore,District 9,District 40,Now Vivien Thomas Medical Arts Academy; Exterior; front lawn,Outdoor,NA,Francis M. Wood Alternative HS,Mayor & City Council,NA,NA,Sculpture,-76.639828,39.290609
1916.001.CHAP.HeCre,node/4590244514,Boy and Turtle,Mount Vernon Place (West Park),Sculpture,bronze,in place,1912,NA,Henri Crenier,Male,699 Washington Place,Baltimore,MD,21201/02,60 x 36 x 36 in.,NA,NA,NA,NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,NA,Outdoor,NA,Mount Vernon Place,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.61650218364413,39.29750702559792
1968.005.XXX.PiDuF,NA,Mr. Sun and Mr. Moon,Claremont School,Sculpture,"concrete, rubber",NA,1968,NA,Pierre du Fayette,Male,5301 Erdman Avenue,Baltimore,MD,21205,6 ft. x 25 ft. 6 in. x 17 in.,NA,NA,NA,NA,NA,Orangeville,Claremont/Armistead,Orchard Ridge/Armistead,District 13,District 45,Wall west of entrance,Outdoor,NA,Claremont School,NA,NA,NA,Sculpture,-76.55432999999998,39.30299899999999
1945.004.CHAP.Unknown,node/2044048155,Remington-Wyman Servicemen Memorial,NA,Memorial,NA,in place,1945,9/30/1945,Unknown,NA,Wyman Park Drive and San Martin Drive,Baltimore,MD,21211,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Memorial,-76.62359699999999,39.326677999999994
1983.019.XXX.BeBuf,node/9175411291,Snail,Bufano Sculpture Garden,Sculpture,NA,in place,1983,NA,Beniamino Bufano,Male,3400 N. Charles Street,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Sculpture,-76.62103700000002,39.33148200000001
2004.004.BMP.ShJam,NA,BELIEVE,Liberty and Clay Sts.,Mural,mural,covered,2004,NA,Shawn James,Male,Liberty and Clay Streets,Baltimore,MD,21202,NA,NA,Annie E. Casey Foundation,Access Art,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,Side of building with parking lot,Outdoor,NA,NA,Private Property,NA,NA,Mural,-76.617178,39.292101
1967.007.PfA.ThHof,NA,Untitled,Eutaw Marshburn ES,Sculpture,bronze,NA,1967,NA,Thomas F. Hoffmaster,Male,1624 Eutaw Place,Baltimore,MD,21217,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Madison Park,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Exterior; over entrance,Outdoor,NA,Eutaw Marshburn ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.629966,39.306637
1912.001.CHAP.HaSch,NA,Francis Scott Key Relief,Mt. Vernon Place United Methodist Church,"Monument, Relief",bronze,in place,1912,NA,Hans K. Schuler,Male,10 E. Mount Vernon Place,Baltimore,MD,21202,17 x 56 1/4 x 2 in.,NA,NA,NA,NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,Southwest corner,Outdoor,Francis Scott Key,NA,Private Property,NA,NA,Monument,-76.61539607565548,39.29782470114617
1915.001.CHAP.EdBer,node/4538953157,On the Trail,Clifton Park,Sculpture,bronze,in place,1915,NA,Edward Berge,Male,2701 Saint Lo Drive,Baltimore,MD,21213,80 x 46 x 27 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Clifton Park,Belair-Edison,Belair-Edison,District 14,District 45,NA,Outdoor,NA,Clifton Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.581942,39.321826
2008.015.BMP.NeRiv,NA,"Waverly: Past, Present & Future",Giant Foods at 33rd and Greenmount,Mural,mural,NA,2008,NA,Nelson Rivas (Cekis),Male,601 E. 33rd Street,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Better Waverly,The Waverlies,The Waverlies,District 14,District 43A,mural on side of building facing south side street,Outdoor,NA,NA,NA,NA,NA,Mural,-76.608472,39.32787
1997.009.BMP.PoMas,NA,Billie Holiday and Chick Webb,NA,Mural,mural,missing,1997,NA,Pontella Mason,Male,2125 E. North Avenue,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Broadway East,Clifton-Berea,Clifton-Berea,District 12,District 45,NA,Outdoor,"Billie Holiday, Chick Webb",NA,NA,NA,NA,Mural,-76.58788299999999,39.31224
1955.001.CHAP.LaFra,node/9173308440,Isaiah Bowman,Johns Hopkins University,"Monument, Bust",bronze,in place,1955,NA,Laura Gardin Fraser,Female,3400 N. Charles Street,Baltimore,MD,21218,29 x 30 x 15 in.,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,Shriver Hall,Outdoor,Isaiah Bowman,"""Johns Hopkins University, Homewood Campus""",Private Property,NA,NA,Monument,-76.62022959882192,39.32676046846367
2000.005.BMP.ToMil,NA,[Historic Marble Hill portraits],NA,Mural,mural,in place,2000,NA,Tom Miller,Male,1740 Druid Hill Avenue,Baltimore,MD,21217,NA,Baltimore Mural Program (BOPA),NA,MICA,NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Side of building,Outdoor,NA,NA,NA,NA,NA,Mural,-76.633444,39.305746
500,node/8761464289,Box-Headed Figure,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1957,NA,Eduardo Paolozzi,Male,10 Art Museum Drive,Baltimore,MD,21218,47 1/4 x 18 1/2 x 9 1/2 in. (120 x 47 x 24.1 cm.),NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.6193839,39.326546699999994
2014.007.BMP.StPow,NA,CHANGE THE GAME / 14 TIFF NIQUE BFF,NA,Mural,mural,in place,2014,NA,Stephen Powers,Male,1101 N. Wolfe Street,Baltimore,MD,21213,NA,"Baltimore Mural Program (BOPA), Love Letter to Baltimore (BOPA)",NA,NA,NA,NA,Middle East,Oldtown/Middle East,Oldtown/Middle East,District 12,District 45,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.59116,39.303558
1977.014.XXX.JaSan,way/283619356,Patapsco River Project,Open space,Sculpture,"concrete, steel, aluminum",in place,1977,NA,Jim Sanborn,Male,3100 S. Hanover Street,Baltimore,MD,21225,12 ft. x 72 ft. 6 in. x 23 ft. 4 in.,NA,NA,NA,NA,NA,Middle Branch/Reedbird Parks,Cherry Hill,Cherry Hill,District 10,District 46,Small park,NA,NA,NA,NA,NA,NA,Sculpture,-76.613513,39.24871499999999
2008.014.BMP.SpPop,NA,Tom Miller Tribute Murals,Eastside Court House parking lot,Mural,mural,in place,2008,NA,Spoon Popkin,Female,1400 E. North Avenue,Baltimore,MD,21213,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,East Baltimore Midway,Clifton-Berea,Clifton-Berea,District 12,District 45,Four panels on side of building facing the court building parking lot.,Outdoor,NA,Baltimore City Eastside District Court Building,NA,NA,NA,Mural,-76.59827199999998,39.312431999999994
482,NA,Untitled,Monument Street Association Parking Lot,NA,NA,NA,NA,NA,William Leizman,Male,N. Collington Street and E. McElderry Street,Baltimore,MD,21205,NA,NA,NA,NA,NA,NA,CARE,Madison/East End,Madison/East End,District 13,District 45,NA,NA,NA,NA,NA,NA,NA,NA,-76.58658174694433,39.29756467896138
2014.002.BMP.StPow,NA,ON MY WAY,NA,Mural,mural,in place,2014,NA,Stephen Powers,Male,2301 Annapolis Road,Baltimore,MD,21230,NA,"Baltimore Mural Program (BOPA), Love Letter to Baltimore (BOPA)",NA,NA,NA,NA,Westport,Westport/Mount Winans/Lakeland,Westport/Mount Winans/Lakeland,District 10,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.63375499999998,39.262899
2007.010.BMP.AlMar,NA,Starry Night Over Baltimore,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2007,NA,Alisha Marchewka,Female,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
1857.002.CHAP.Unknown,NA,Lions,Baltimore Zoo,Sculpture,iron,NA,1857,NA,Unknown,NA,900 Druid Park Lake Drive,Baltimore,MD,21217,48 x 24 x 83 in.,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,Penn North/Reservoir Hill,District 7,District 40,NA,NA,NA,Maryland Zoo in Baltimore,NA,NA,NA,Sculpture,-76.6499321,39.32191099999999
1911.004.EmBou,node/8761464288,Fruit,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1911,NA,Emile Antoine Bourdelle,Female,10 Art Museum Drive,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.6189174,39.3263415
1945.001.CHAP.Unknown,NA,Serviceman's Memorial,NA,Monument,NA,NA,1945,NA,Unknown,NA,Weldon Avenue and Falls Road,Baltimore,MD,21211,NA,NA,NA,NA,NA,NA,Medfield,Medfield/Hampden/Woodberry/Remington,Hampden/Remington,District 7,District 40,NA,Outdoor,NA,NA,Private Property,NA,NA,Monument,-76.638122,39.33834199999999
1971.013.PfA.BeWel,NA,Yum Yum Tree,Violetville Recreation Center,Sculpture,stone aggregate,NA,1971,NA,Betty Wells,Female,1200 S. Grantly Street,Baltimore,MD,21229,13 ft. x 16 ft. 3 in. x 4 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Violetville,Morrell Park/Violetville,Morrell Park/Violetville,District 10,District 41,Interior; entrance wall,Indoor,NA,Violetville Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.674149,39.267798199999994
1954.002.CHAP.MaMar,node/8761464270,The Miracle,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1954,NA,Marino Martini,Male,10 Art Museum Drive,Baltimore,MD,21218,"46 x 68 x 38 in., 2000 lb. (116.8 x 172.7 x 96.5 cm.)",NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.62010649999999,39.32590879999999
535,NA,Sailor and Canton,Koppers Company,NA,NA,NA,NA,NA,Unknown,NA,Bush and Hamburg Streets,Baltimore,MD,21230,NA,NA,NA,NA,NA,NA,Westport,Westport/Mount Winans/Lakeland,Westport/Mount Winans/Lakeland,District 10,District 46,NA,NA,NA,NA,NA,NA,NA,NA,-76.62630000000001,39.26694000000003
1908.001.CHAP.AlWei,node/369710527,Cecilius Calvert Statue,Clarence J. Mitchell Jr. Courthouse,"Monument, Sculpture",bronze,in place,1908,NA,Albert Weinert,Male,101 Saint Paul Street,Baltimore,MD,21202,8 1/2 ft. x 57 in. x 35 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,NA,Mayor & City Council,NA,NA,Monument,-76.61382199999998,39.29078499999999
2009.010.BMP.MaSel,NA,Elwood Park,Elwood Park,Mural,painted mural,"painted over, removed, replaced",2009,NA,Mark Selby,Male,3030 Jefferson Street,Baltimore,MD,21205,NA,Baltimore Mural Program (BOPA),NA,Joe Jacobs,NA,NA,Ellwood Park/Monument,Patterson Park North & East,Patterson Park North & East,District 13,District 45,NA,Outdoor,NA,Elwood Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.57423,39.296485
1935.001.CHAP.HaSch,node/2044048278,Johns Hopkins Monument,NA,"Monument, Sculpture","bronze, marble","in place, in storage",1935,NA,Hans K. Schuler,Male,E. 33rd Street and Charles Street,Baltimore,MD,21230,170 x 186 x 53 in.,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,33rd St E at Charles St,Outdoor,Johns Hopkins,"""Johns Hopkins University, Homewood Campus""",Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.617966,39.328076
1962.001.CHAP.HeMoo,node/8761464294,Three Piece Reclining Figure No. 1,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1962,NA,Henry Moore,Male,10 Art Museum Drive,Baltimore,MD,21218,68 x 110 1/4 x 54 in. (172.7 x 280 cm.),NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 40,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.62010649999999,39.32590879999999
1931.001.CHAP.BeKur,NA,[Peale Museum Bas Relief],Peale Museum,Relief,concrete,in place,1931,NA,Benjamin F. Kurtz,Male,225 N. Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,Four exterior reliefs,Outdoor,NA,Peale Museum,Mayor & City Council,"Baltimore City Department of General Services, The Peale Center",NA,Relief,-76.61010909999999,39.291853299999985
1992.004.PfA.LiKas,node/9239162365,The Rescue,Fire Station #3 / Former Fire Station Company #12,Sculpture,steel,in place,1992,NA,Lisa Kaslow,Female,3906 Liberty Heights Avenue,Baltimore,MD,21207,7 ft. 2 in. x 15 ft. 10 in. x 7 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Dorchester,Dorchester/Ashburton,Dorchester/Ashburton,District 6,District 41,West wall of station,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.6836046,39.32805549999999
1974.005.PfA.JaLew,NA,Untitled,Walter P. Carter ES,Sculpture,bronze,damaged/irreparable,1974,NA,James E. Lewis,Male,820 E. 43rd Street,Baltimore,MD,21212,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Wilson Park,Greater Govans,Greater Govans,District 4,District 43A,Entrance plaza,Outdoor,NA,Walter P. Carter ES,Mayor & City Council,Baltimore City Public Schools,NA,Sculpture,-76.60393289999999,39.342884899999994
1972.001.PfA.AlHal,node/6515689983,Colossus I [fountain],Waxter Center for Senior Citizens,"Sculpture, Fountain",corten steel,in place,1973,NA,Alfredo Halegua,Male,861 Park Avenue,Baltimore,MD,21201,10 ft. 6 in. x 13 ft. x 13 ft.,Percent for Public Art (BOPA),NA,NA,NA,NA,Mid-Town Belvedere,Midtown,Midtown,District 11,District 40,Entrance plaza,Outdoor,NA,Waxter Center for Senior Citizens,Mayor & City Council,NA,NA,Sculpture,-76.618359,39.300895999999995
2007.016.BMP.MiSan,NA,Interdependent,Baltimore Farmer's Market,Mural,mural,in place – unconfirmed,2007,NA,Michelle Santos,Female,Holliday and Saratoga Streets,Baltimore,MD,21202,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.61031346272442,39.29146211325886
1924.001.CHAP.EdBer,NA,Wildflower,Homeland Garden,Sculpture,bronze,NA,1924,NA,Edward Berge,Male,5200 block of Springlake Way,Baltimore,MD,21212,NA,NA,NA,NA,NA,NA,Homeland,North Baltimore/Guilford/Homeland,North Baltimore/Guilford/Homeland,District 4,District 41,Median,NA,NA,NA,NA,NA,NA,Sculpture,-76.616356,39.35790200000001
2008.017.BMP.MiSan,NA,The Brilliant Light of Community,Easterwood Recreation Center,Mural,mural,NA,2008,NA,Michelle Santos,Female,1530 N. Bentalou Street,Baltimore,MD,21216,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Coppin Heights/Ash-Co-East,Greater Rosemont,Greater Rosemont,District 7,District 40,NA,Outdoor,NA,Easterwood Park Recreation Center,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Mural,-76.654287,39.306042999999995
1945.002.CHAP.Unknown,NA,Veterans Monument,NA,"Monument, Sculpture",NA,NA,1945,NA,Unknown,NA,Payson Street and Ramsey Street,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Carrollton Ridge,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Monument,-76.648218,39.282980999999985
2006.013.BMP.KiNgu,NA,Globe,Baltimore Farmer's Market (parking lot under JFX),Mural,mural,in place – unconfirmed,2006,NA,Kien Nguyen,Male,212 Holliday Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,column in parking lot,Outdoor,NA,NA,NA,NA,NA,Mural,-76.609712,39.293061999999985
540,node/9239126302,Reflections World War II Memorial,Fifth Regiment Armory,Memorial,stone,in place,1984,NA,NA,NA,219 W. Hoffman Street,Baltimore,MD,21217,80 in. x 4 ft. x 34 in.,NA,NA,NA,NA,NA,Madison Park,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,NA,Outdoor,NA,Fifth Regiment Armory,State of Maryland,NA,NA,Memorial,-76.62179499999999,39.304076
1818.001.CHAP.AnCap,NA,Angel of Truth,First Unitarian Church,Relief,terra cotta,in place,1818,NA,Antonio Capellano,Male,12 W. Franklin Street,Baltimore,MD,21201,12 x 28 ft.,NA,NA,NA,NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,Entrance pediment,NA,NA,NA,Private Property,NA,NA,Relief,-76.61580266700169,39.295232222093134
1984.007.PfA.NaGib,NA,Frederick Douglass and the African-American Struggle,Frederick Douglass HS,Mural,oil on canvas,in place,1984,2/1/1984,Nathaniel Gibbs,Male,2301 Gwynns Falls Parkway,Baltimore,MD,21217,NA,Percent for Public Art (BOPA),NA,NA,NA,NA,Mondawmin,Greater Mondawmin,Greater Mondawmin,District 7,District 40,Main lobby,Indoor,Frederick Douglass,Frederick Douglass HS,Mayor & City Council,Baltimore City Public Schools,NA,Mural,-76.65537438210029,39.315681672387996
1970.012.PfA.OlRus,NA,The Nest,Samuel Coleridge Taylor ES,Relief,ceramic bas relief,NA,1970,NA,Olin Lansing Russum Jr.,Male,507 W. Preston Street,Baltimore,MD,21217,9 1/2 ft. x 30 ft. x 2 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Upton,Upton/Druid Heights,Upton/Druid Heights,District 11,District 40,Exterior,Outdoor,NA,Samuel Coleridge Taylor ES,Mayor & City Council,Baltimore City Public Schools,NA,Relief,-76.62854429999999,39.298759199999985
2008.003.BMP.JoBer,NA,Across the Waves?,NA,Mural,mural,in place,2008,NA,Joel Bergner,Male,315 S. Highland Street,Baltimore,MD,21205,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Highlandtown,Highlandtown,Highlandtown,District 1,District 46,NA,NA,NA,NA,NA,NA,NA,Mural,-76.56885799999999,39.28808299999999
1885.004.CHAP.AnBar,node/8960026430,War,Mount Vernon Place,Sculpture,bronze,in place,1885,NA,Antoine Louis Barye,Male,699 Washington Place,Baltimore,MD,21201/02,40 x 28 x 36 in.,Historic Monuments (CHAP),NA,NA,NA,NA,Mount Vernon,Midtown,Midtown,District 11,District 46,E corner of Washington Monument,Outdoor,NA,Mount Vernon Place,Mayor & City Council,NA,NA,Sculpture,-76.61607999999998,39.297629999999984
1903.003.CHAP.ThCor,NA,[Alexander Brown & Four Sons interior mural],Alexander Brown & Sons,Mural,"portrait, painted mural",in place,1903,NA,Thomas Corner,Male,135 E. Baltimore Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,North-west Bay Interior,Indoor,NA,NA,Private Property,NA,NA,Mural,-76.61474059999999,39.28940949999999
534,NA,Propeller from the Battleship New Jersey,The National Aquarium,Historic Object,NA,in place,NA,NA,Unknown,NA,501 E. Pratt Street,Baltimore,MD,21202,NA,NA,NA,NA,NA,NA,Inner Harbor,Inner Harbor/Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,NA,Outdoor,NA,National Aquarium,NA,NA,NA,Other,-76.6089848918361,39.28632627143268
533,NA,Palace Lions,Patterson Park,Sculpture,NA,NA,NA,NA,Unknown,NA,27 S. Patterson Park Avenue,Baltimore,MD,21231,NA,NA,NA,NA,NA,NA,Patterson Park,Canton,Canton,District 1,District 46,NA,Outdoor,NA,Patterson Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.58102619999998,39.289476999999984
1960.003.CHAP.MaNeg,node/8761464290,Seen from a Wall in the Memory,The Wurtzburger Sculpture Garden,Sculpture,bronze,NA,1960,NA,Mario Negri,Male,10 Art Museum Drive,Baltimore,MD,21218,NA,NA,NA,NA,NA,NA,Johns Hopkins Homewood,Greater Charles Village/Barclay,Greater Charles Village/Barclay,District 14,District 43A,NA,Outdoor,NA,Baltimore Museum of Art,Mayor & City Council,NA,NA,Sculpture,-76.62065299999999,39.331509
1993.006.XXX.BaWal,node/7833999830,Otter Rocks [Three Otters],Baltimore Zoo,Sculpture,bronze,in place,1993,NA,Bart Walter,Male,NA,Baltimore,MD,21217,5 ft. x 5 ft. 6 in. x 6 ft. 4 in,NA,NA,NA,NA,NA,Druid Hill Park,Penn North/Reservoir Hill,Penn North/Reservoir Hill,District 7,District 40,Inside main entrance to zoo,Indoor,NA,Maryland Zoo in Baltimore,NA,NA,NA,Sculpture,-76.64959400000001,39.32289899999999
1996.010.XXX.AlMas,node/9971220666,Untitled [Sisyphus],"Fox Building, Maryland Institute College of Art",Sculpture,steel,in place,1996,NA,Allyn Massey,NA,13013 W. Mt Royal Avenue,Baltimore,MD,21217,NA,NA,NA,NA,NA,NA,Bolton Hill,Midtown,Midtown,District 11,District 40,Roof of Fox Building at MICA,Outdoor,NA,Maryland Institute College of Art,Private Property,NA,NA,Sculpture,-76.621304,39.308797
489,node/358254185,Colonel George Armistead Monument,Federal Hill Park,"Monument, Sculpture",NA,in place,1882,9/12/1882,G. Metzger,Female,300 Warren Avenue,Baltimore,MD,21230,NA,Historic Monuments (CHAP),NA,NA,NA,NA,Federal Hill,Inner Harbor/Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,NA,Outdoor,Colonel George Armistead,Federal Hill Park,Mayor & City Council,Baltimore City Department of Recreation & Parks,NA,Monument,-76.60809249999998,39.28017969999999
1987.014.XXX.JSJoh,node/9971241723,The Right Light,Baltimore Convention Center,Sculpture,bronze,in place,1987,NA,J. Seward Johnson,Male,1 W. Pratt Street,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Downtown West,Inner Harbor/Federal Hill,Inner Harbor/Federal Hill,District 11,District 46,Inside Otterbein Lobby on Sharp St.,Indoor,NA,Baltimore Convention Center,Mayor & City Council,Baltimore City Department of Housing and Community Development,NA,Sculpture,-76.61758088999999,39.285254030000004
2006.20.XXX.SeOno,NA,Ecstasy of Love,McKeldin Square in Inner Harbor,Sculpture,stainless steel,NA,2005,NA,Setsuko Ono,Female,Light and Pratt Streets,Baltimore,MD,21201,NA,NA,NA,NA,NA,NA,Seton Hill,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 40,Inside Fountain,NA,NA,NA,NA,NA,NA,Sculpture,-76.62253999999996,39.29488000000004
1978.024.XXX.PaShe,node/9987317291,Archimedean Spiral,Johns Hopkins Bayview Alpha Building,Sculpture,aluminum,NA,1978,NA,Paul Helmsley Shephard,Male,333 Cassell Drive,Baltimore,MD,21224,9 x 12 x 11 ft.,NA,NA,NA,NA,NA,Hopkins Bayview,Orangeville/East Highlandtown,Greektown/Bayview,District 1,District 46,East side grassy area,Outdoor,NA,NA,Private Property,NA,NA,Sculpture,-76.551832,39.28868599999999
1971.006.XXX.JaLew,node/4503373520,Negro Soldier,City Hall,Sculpture,bronze,in place,1971,NA,James E. Lewis,Male,100 Holliday Street,Baltimore,MD,21202,9 ft. x 36 in. x 55 in.,NA,NA,NA,NA,NA,Downtown,Downtown/Seton Hill,Downtown/Seton Hill,District 11,District 46,Entrance,Outdoor,NA,NA,NA,NA,NA,Sculpture,-76.610092,39.290901999999996
1989.003.PfA.WiDuf,NA,Bird in Tree,Carrie Murray Outdoor Learning Center,Sculpture,forged steel,NA,1989,NA,William Francis Duffy,Male,4921 Windsor Mill Road,Baltimore,MD,21207,7 ft. x 3 ft. 10 in. x 10 in.,Percent for Public Art (BOPA),NA,NA,W. Kirwin,NA,Franklintown,Dickeyville/Franklintown,Dickeyville/Franklintown,District 8,District 41,Beside driveway,Outdoor,NA,Carrie Murray Outdoor Learning Center,NA,Baltimore City Department of Recreation & Parks,NA,Sculpture,-76.70113188695102,39.309593262249585
1969.005.PfA.AlHal,node/9357026328,"Untitled [""Turning Point""]",Walbrook HS,Sculpture,aluminum,in place,1969,NA,Alfredo Halegua,Male,2000 Edgewood Street,Baltimore,MD,21216,16 ft. x 34 ft. 8 in. x 96 in.,Percent for Public Art (BOPA),NA,NA,NA,NA,Fairmont,Greater Rosemont,Greater Rosemont,District 7,District 41,Courtyard,Outdoor,NA,Walbook HS,Mayor & City Council,NA,NA,Sculpture,-76.67656,39.310145
2011.006.BMP.SuMil,NA,Community Unity,NA,Mural,mural,demolished,2011,NA,Sunny Miller,NA,416 S. Monroe Street,Baltimore,MD,21223,NA,Baltimore Mural Program (BOPA),NA,NA,NA,NA,Carrollton Ridge,Southwest Baltimore,Southwest Baltimore,District 9,District 40,NA,Outdoor,NA,NA,NA,NA,NA,Mural,-76.64528919999998,39.281872099999994
