ID,Title of Artwork,Year,Street Address,Address Data,Latitude,Longitude,Location Name,Related Property,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Description,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Modified
2008.010.BMP.GaMul,"1. Huntington, Waverley, Waverly 2. Waverly Things",2008,601 E. 33rd Street,,39.328234,-76.608261,Giant Foods at 33rd and Greenmount,,Gary Mullen,Mural,in place,,,,,,,,,Baltimore,MD,21218,two murals on side of building facing 33rd,Outdoor,mural,collage of food and Baltimore Icons,,,Excellent Condition,,Male,,,checked,,,,,14,Better Waverly,The Waverlies,7844,,,,,9/29/2022 4:47pm
2008.003.BMP.JoBer,Across the Waves?,2008,315 S. Highland Street,,39.288083,-76.568858,,,Joel Bergner,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21205,,,mural,,"2008.003.BMP.JoBer(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/-Q8Q8PVl74tiO1YXgSq4QA/pGMdZhJQpmsP8EiLgzKbQTiS8H7uwKJZoLlH54LYmDzL5xckGI8Ely9NKXgVGFVM/A_Re02nsAsjaR9__mHBOm7fsm57zHeZ9iRXdH0o9MVk),2008.003.BMP.JoBer.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/hA8pWxJrUuTB66VZMD4mQA/AjCxpWsarvNCaRhPS0U7CnwZVdnsm1M4k83_vZPWqJNtkf8sOB4_qB2sA-XWW2D-/6tk9XRpVVjImfscOQKGDjl2-4oS0Hmo9la1Xo-2KmfA)",,,,Male,,,,,,,,1,Highlandtown,Highlandtown,3562,,,,,
2008.004.BMP.EmCD,Grasshopper's Revenge,2008,3900 Belair Road,,39.326441,-76.568325,Movie Shed at Herring Run Park,Herring Run Park,Emily CD (Cordon-Douglas),Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21213,movie shed building,,mural,"brightly painted grasshopper, nature scene","2008.004.BMP.EmCD(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/2PsntSLkpo4gZWtPhL3t6Q/zA7XZbjBb2twCpqm6GV4SBPnibfHrax2gCxXAujMy81nLsY-FcCs8K3OP_pf9dqJ/-Tsa7HLgMRvhRzPXKMlbEaNtktR5dvIBgEq8etdJvZc),2008.004.BMP.EmCD.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Mz797CyJlvbHq_np9su8Dg/2rEYQobUooQCxuev5--GEDbimaX9I7nX4WJxGIMH7psjuyeGdkmnx5icBWr2N7OA/AQM1AhVVcGNxAfdICtTCVVzZPEEWAw2y4tF_Fc-Ocjs)",,Excellent Condition,,Female,,,checked,,,,,3,Herring Run Park,Belair-Edison,1102,,,,,5/15/2019 4:08pm
2008.016.BMP.NeRiv,Harbor Life,2008,524 S. Broadway,,39.284700,-76.593750,Bank of America Fells Point Branch,,Nelson Rivas,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21231,,Outdoor,mural,,"2008.016.BMP.NeRiv(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/hJeg8U5m-YCd2o38TbjY6Q/dyrvAo2YmogsO7ToBx8nsrKftkkOujtKqWvEru_KSEEH2VnG7kAHFNhGtQACxdP9/YU7NgBOtU0xXZs2Pcz3kdIMdSyfPxpHpPz7qJvrdIaw),2008.016.BMP.NeRiv.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/KVNU3a0IpwepFYE9xzaDuw/s6YeSUFo8ug8n4CneD_bxRnQXYIZa2rqzHoqOvYQ_TCA4A0634N8ifSLqbLF9RWP/cFup47PcMM_f1oWGOgSTBBYH-udDnehCHTOLjAYy_Sc)",,,,Male,,,,,,,,1,Fells Point,Fells Point,5784,,,,,10/4/2019 1:00pm
2008.008.BMP.ChLaw,Leaden Hall Mural,2008,114 Hamburg Street,,39.277827, -76.616202,,,Charles Lawrence,Mural,in place,,,City of Baltimore - BOPA,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21230,side of rowhouse,Outdoor,mural,,,,,,Male,,,,,,,,11,Sharp-Leadenhall,Inner Harbor/Federal Hill,9131,,,,,
2008.007.BMP.DaHos,Our Roots Our Garden,2008,525 E. 21st Street,,39.313392,-76.608686,,,Danamarie Hosler,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21218,,,mural,,"2008.007.BMP.DaHos(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/_VclXruq0MJSo78HczW_ww/3zd8JlSo98Pd4omTQqCRDltOSCEY2l_DhH6Z7x83znxaxJZXZ4TPa1FIQEtdoxpb/opG6YojLK8Rcx613XCp3z8QkeMDM8L8BpDLTfsmekjU),2008.007.BMP.DaHos.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/C9ohE81N4osfJtGMMFQY6Q/rKw_GyP5VF5hobqAqdANLbBnucN1GMBufk_3dTqZ6ydWrFhCDtFhWH_1oIb0bbJy/fBtxb-_YnjXAngZr-0oxrCe5tXrDwPWZ4vjJAAFg1C4)",,,,Female,,,,,,,,12,East Baltimore Midway,Midway/Coldstream,3105,,,,,
2008.006.BMP.DaHos,"Past, Present & Future",2008,601 E. 33rd Street,,39.328251,-76.607856,,,Danamarie Hosler,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21218,,Outdoor,mural,,,,,,Female,,,,,,,,14,Better Waverly,The Waverlies,6432,,,,,
2008.017.BMP.MiSan,The Brilliant Light of Community,2008,1530 N. Bentalou Street,,39.306043,-76.654287,Easterwood Recreation Center,Easterwood Park Recreation Center,Michelle Santos,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21216,,Outdoor,mural,,"2008.017.BMP.MiSan(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/b1WG8NphbDOuJ3OK4KBuUA/QdlbYiJo-kZe3sW9nudCvBuCOwJR25mILrQU5QbEtH3CY5xps1ras4EIjwb23slF/zDAtQTWCdiqT0pAww9JmiLBd5VP09hjdA6XlHjtGpRk),2008.017.BMP.MiSan.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/lQJ4tZfpk2oBOlxiJg6WdQ/R4oc_BsiNqgyLMOIlpV5fn0_JpV11n3KWe8_jLAjZy7qw5NRYNRE9BDsDFA2pq7V/RBj-oFSopm-UHJJuDSAFvkM1IqQ9cHmEHLhDqs4PsTI)",,,,Female,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,8675,,,,,9/22/2022 9:24pm
2008.001.BMP.JoBer,The Farming of Corn,2008,212 Holliday Street,,39.293062,-76.609712,"JFX Farmers Market, outside of parking lot",,Joel Bergner,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column outside of parking lot north side,Outdoor,mural,"scene of Mayan emblem, corn growin",,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,2906,,,,,
2008.009.BMP.ChLaw,The Wild Life Down Town,2008,Off Harford Road at Argonne Drive,,39.324228065368914,-76.5700688634434,"Latrine Building, Herring Run Park at Hall Spring",Herring Run Park,Charles Lawrence,Mural,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21218,one long wall left side  and front side of building,Outdoor,mural,,"2008.009.BMP.ChLaw(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/4bV6ulQiFwi2SaNVtCbQhw/-E82wjGrweNJ5cIzzQXpE-En1CQjvIfvP83H6t9szbgPM1l82wrBlCMZ5m-LUikO/UkECk0x7YEn1O61Y68bOnUELhq9J59y63BVWMdwV42s),2008.009.BMP.ChLaw.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/68RdiZ2gHXFx1IgFUx7CBw/H_o-olWh6zwRhycZKKNNq-qxLGB0sVuhJn9JkuLy39Gq6oF0r5H0FO-qGgaN2p66/JOfUeuEYBpmNwyZnpPrYvWN5A3guEQwX7Mtn3MWslqY)",,,,Male,,,,,,,,13,Belair-Edison,Belair-Edison,2344,,,,,5/15/2019 4:08pm
2008.014.BMP.SpPop,Tom Miller Tribute Murals,2008,1400 E. North Avenue,,39.312432,-76.598272,Eastside Court House parking lot,Baltimore City Eastside District Court Building,Spoon Popkin,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21213,Four panels on side of building facing the court building parking lot.,Outdoor,mural,,"2008.014.BMP.SpPop(4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/m_PIW8hZYvIJnXoOLp8tXw/ALyYU-0YyoWuto83bfKvE6xbQkDLHY1JBLOCt4ZY3TF9n74jAotpVvFAbyzgTfZe/HNOJL2ZBqhAA7ewNPW17HLqO8DyRjKCVS0Mos30zJ-U),2008.014.BMP.SpPop(3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/vOoB9XKrwPbTT3GrpYCHuA/ZBDgEp9_UgVMoKoIJKhxIJawKx4tdd8YSbFY0SmOoa7ViOHWQ5V5YsMP6ElEQFP9/FowsClun82RhkoRlz3ZLfarZ0dFOs7uYOaRVI31TJ98),2008.014.BMP.SpPop(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/PhFtspIqowJuDnDA5cpeKg/34HoZx1BsO5kPXQIeO3GY6wYP91TyQeaxaDkER2dZXQ0uJ9K5mAEsq_sUVMqFQ5D/-3fyvVIP3b0lIMB62BLTYdEofFxGK3EDHXxOT6ZP3t4),2008.014.BMP.SpPop.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/3wJUg6f1NIUmg0tZOjzXwQ/iLrqw9aOhC7cAlKEJqKvhs2Gal8gRmqK7okIkaght2zBE5kuOS4hkaZXEDrYFGJD/69_-zpR2T1cM9hmZ_8swSj9eGmNd8Cb5qf9UxzNoXYY)",,,,Female,,,,,,,,12,East Baltimore Midway,Clifton-Berea,3635,,,,,10/20/2021 11:25am
2008.020.BMP.DoTys,"Tribute to Alvin ""Kirby"" Brunson",2008,2043 Pennsylvania Avenue,,39.306576,-76.638061,,,"""Donald Tyson-Bey, Jr.""",Mural,in place,,,,,,,,,Baltimore,MD,21217,side of rowhouse/liquor store,Outdoor,mural,collage of Penn Ave music culture,2008.020.BMP.DoTys.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/fkPU_gCo_FF4swMU9QvKxA/lVI-3BSi28_cdkrY0ZQncuBznpbNXABEDsMtKWYgxDD3Qj6H7JabSycX25TJk0_1/lhAsPopkDNDZZ6CSHs5sLjrrxX7_e_fo6iybcfH9LfI),"""Alvin """"Kirby"""" Brunson""",Excellent Condition,,Male,,,checked,,,,,11,Upton,Upton/Druid Hts,2576,,,,,10/24/2019 9:14pm
2008.013.BMP.SpPop,Venice Beach Sunset,2008,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market,,Spoon Popkin,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,6054,,,,,
2008.015.BMP.NeRiv,"Waverly: Past, Present & Future",2008,601 E. 33rd Street,,39.327870,-76.608472,Giant Foods at 33rd and Greenmount,,Nelson Rivas,Mural,,,,,,,,,,Baltimore,MD,21218,mural on side of building facing south side street,Outdoor,mural,collage of various faces,,,Excellent Condition,,Male,,,checked,,,,,14,Better Waverly,The Waverlies,9167,,,,,
,Pope John Paul II Statue,2008,1 W. Franklin Street,,39.294913,-76.615716,Pope John Paul II Prayer Garden,,Joseph Sheppard,Sculpture,in place,,,,,,"""Mahan Rykiel Associates, Inc.""",10/23/2008,,Baltimore,MD,21201,,Outdoor,bronze,,,Pope John Paul II,,,Male,,,,,,,node/9987209253,11,Downtown,Downtown/Seton Hill,1023,,,,,8/29/2022 9:33pm
2007.004.BMP.ShJam,[Unknown],2007,1398 W. Mount Royal Avenue,,39.308495756256235,-76.62251810939243,Midtown Academy (interior),Midtown Academy,Shawn James,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21217,,Indoor,mural,,,,,,Male,,,,,,,,11,Bolton Hill,Midtown,4622,,,,,12/2/2022 9:23am
2007.012.BMP.PoMas,[Unknown],2007,2424 McElderry Street,,39.298053,-76.582821,,,Pontella Mason,Mural,in place,,,,,,,,,Baltimore,MD,21205,on back of church facing Amazing Port Street Garden,Outdoor,mural,,2007.012.BMP.PoMas.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/f8Lnht1jyL_RftoDxaA8VA/V7jgOFrKLNNdlgGV514Rv8W--J_aRbHI3USbVqWF0ZrgzRJMxga2-dhcgG5OEoGM/KzUJ-jsa_1J6BzCvJZ7duxUKf8i-7ZYk2oDsCDPd5I4),,,,Male,,,checked,,,,,13,McElderry Park,Madison/East End,6732,,,,,12/2/2022 9:23am
2007.001.BMP.ChGre,[Unknown],2007,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market,,Chris Gregorek,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,7822,,,,,12/2/2022 9:23am
2007.009.PfA.CoMar,[Unknown],2007,3601 Eastern Avenue,,39.2866425640619,-76.5668091486548,"Southeast Anchor Branch, Enoch Pratt Free Library","""Southeast Anchor Branch, Enoch Pratt Free Library""",Cork Marcheschi,Sculpture,,Mayor & City Council,Enoch Pratt Free Library,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21224,Starts outside front entrance of building & goes into artium,Outdoor,"aluminum,resin,neon",Encased neon outside that leads to indoor element; 5 colorful resin pods that are illuminated,,,Excellent Condition,,Male,,,,,,,,2,Highlandtown,Highlandtown,6238,,,,,12/2/2022 9:23am
2007.006.BMP.LyKis,[Unknown],2007,592 Presstman Street,,39.306084,-76.637526,,,Lyle Kissack,Mural,in place,,,,,,,,,Baltimore,MD,21217,on side of building,Outdoor,mural,forest scene with light peaking through,2007.006.BMP.LyKis.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ry5fKn7An7Dt_YNsITxovg/qTg71R1HNBkkDz10ch4nPpx7xTPesKZSGcLlY867WZuu70v6pMVzpanJiBD0Ct45/nYIsJ9XuRxCsi_IWGtBbKPqXXtDciU2ZVRCbIEJ3NmU),,good condition,,Male,,,checked,,,,,11,Upton,Upton/Druid Hts,6800,,,,,12/2/2022 9:23am
2007.013.BMP.GaMul,Charm City Farmer's Market,2007,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Gary Mullen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,1429,,,,,12/2/2022 9:12am
2007.002.BMP.DaHos,Chesapeake Market,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market (Health Department?),,Danamarie Hosler,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,9248,,,,,
2007.017.BMP.ErSha,Duality,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886, -76.61031346272442,Baltimore Farmer's Market,,"""Ernest Shaw, Jr.""",Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,7049,,,,,
2007.014.BMP.JeRat,Forrest Floor,2007,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Jennifer Rattigan,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Female,,,checked,,,,,11,Downtown,Downtown/Seton Hill,1251,,,,,12/2/2022 9:12am
2007.018.BMP.BrTod,Fruits and Vegetables,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886, -76.61031346272442,Baltimore Farmer's Market,,Brooks Todd,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,3085,,,,,10/24/2019 9:14pm
2007.007.BMP.ChLaw,Inner City Wildlife,2007,3301 Belair Road,,39.321858,-76.572944,,,Charles Lawrence,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21213,,Outdoor,mural,,2007.007.BMP.ChLaw.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/unILDWZ2gxbRnzMbPfX7KQ/XensLVAwCmzY76l2RU52MJnG__IPZu3Y6w743hD4Ebe8-dUJC-MHUEfvdU4yaN7p/pN42i9X1a8Xa3_0UG5sU8pBZB5dPNgZKT54vOiG6A3I),,,,Male,,,,,,,,13,Belair-Edison,Belair-Edison,3189,,,,,
2007.016.BMP.MiSan,Interdependent,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886, -76.61031346272442,Baltimore Farmer's Market,,Michelle Santos,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,1384,,,,,
2007.020.XXX.Unknown,J. Joseph Curran Memorial Clock,2007,505 Woodbourne Avenue,,39.355352, -76.609698,,,Unknown,,,,,,,,,,,Baltimore,MD,21212,,Outdoor,,,,,,,,,,checked,,,,,4,Woodbourne-McCabe,Greater Govans,9339,,,,,
2007.005.BMP.MiKir,Seasons,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market,,Michael Kirby,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,6587,,,,,
2007.010.BMP.AlMar,Starry Night Over Baltimore,2007,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Alisha Marchewka,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,"one of many painted columns, row homes",,,Excellent Condition,,Female,,,checked,,,,,11,Downtown,Downtown/Seton Hill,7522,,,,,12/2/2022 9:12am
2007.003.BMP.DaHos,The Heart of the Community,2007,210 Guilford Avenue,,39.291898,-76.611243,,,Danamarie Hosler,Mural,in place,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,"2007.003.BMP.DaHos(3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ixJHkkQL0Mwjj2PldELryg/ukIWaVu4Z2zEE9HJk5gdFpPDVwlHdtS5WP_e4gjW2gCkoF3nKedxM7WIGFWm3d2c/DXSPfbGWRURzp2vMcRvEmXPgUKnRDzIWSVnCfwsx9Lg),2007.003.BMP.DaHos(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/LKqN5VWU_JA4hwSgL8Ag5Q/IpRo6tA-iLmeYXGrQhXYtHVmDkhO6k7oc-6CEDUpLJtJBeTvJ1QptfqlgF_tV6wq/1iLufUIOcauOKxPi5f84VPpjowb6aroZIX8leHN675k),2007.003.BMP.DaHos.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/XSCTTmooO7Es5XVbVOJgyg/a5SktvXQquXFUwHk4jThYAN897CdPatzbqEg2p777GpjkuDOv9La-6HR1wCt_YHq/qlmQKHUp4oNAk-wCDQWnZOhhrUoH5FREUadFKjGWbjw)",,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,6485,,,,,
2007.008.BMP.StLeu,The Jungle of Inequity,2007,Holliday and Saratoga Streets,Intersection,39.29146211325886, -76.61031346272442,Baltimore Farmer's Market,,Stephanie Leung,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,3967,,,,,
2007.015.BMP.BiRem,Tiki's at the Market,2007,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Bill Remington,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,Column in parking lot,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,9142,,,,,12/2/2022 9:12am
2007.019.XXX.MiSan,Ancestral Roots,2007,,Missing,39.2529063,-76.6233382,,,Michelle Santos,Mural,,,,,,Pontella Mason,,8/25/2007,,Baltimore,MD,,,Indoor,,,"2007.019.XXX.MiSan-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/yq5gD1qEKxA2efPyR8Ryxg/zLmwQn2fc04oUBOx0aFiYGMXizV4-CwLWGkZTSlVSWKa8fW2ET2ZyJBX54RceRwlFXh-ch5svxgAKgixk_kI5w/zHO48nq5Xz4tx8C3byLTShuM4Q1ZXCLaoPZNedz5kHE),2007.019.XXX.MiSan-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/G-NEY27iYzdvYERj078egw/hIEk4_gW3LwcgOQTsT1_3bGKpHwvvxZcLOQtnkTPAIAJDxg7LH2fC8glUGdItKWLfu94hcRuPkYFYDzFHzDnew/3CxUhhY6zrGRCeY4v3ry90qg70gJjrgPUSUlaVu1kd0),2007.019.XXX.MiSan-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Zk5mAnzhIUMG9ciqCwSY_Q/wl-NqpSgivWTtZJ26p9sSAmIGFijcWBAEPihBLMZtohH29ccskf1k17w_hc4TJ6Cg-EuRcAJxr4QU0nJ43sgMw/cRSj27izRNN5mud8szNn7UB7vSuyr0qRWcDO2s6pkTg),2007.019.XXX.MiSan-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/k_TCVFvYsa_P776x439xPA/hPjBCEYA5i0K5sg-22BdaamYtSF5QJofSW8SIUa-RHm5OvSx0qyXnO02EI2cliygI7N4EQJa-84beE01wnZcLQ/CdxA24QMmS4wqoSFhg6DPBX0jub_3hUQsrQH1rVKdYo)",,,,Female,,,,,,,,10,Cherry Hill,Cherry Hill,2736,,,,,9/22/2022 9:24pm
2006.004.BMP.DaHos,[Unknown],2006,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market,,Danamarie Hosler,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,,mural,,,,,,Female,,,,,,,,11,Downtown,Downtown/Seton Hill,2542,,,,,12/2/2022 9:23am
2006.017.BMP.AiRom,[Unknown],2006,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Aika Romulo,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,one of many painted columns,,,Excellent Condition,,,,,checked,,,,,11,Downtown,Downtown/Seton Hill,3107,,,,,12/2/2022 9:23am
2006.011.BMP.AlMar,[Unknown],2006,1425 Mulberry Street,,39.292978,-76.640709,,,Aleksander Martray,Mural,in place,,,,,,,,,Baltimore,MD,21223,on side of building,Outdoor,mural,family overlooking a model of city streets,"2006.011.BMP.AlMar(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/RgASwJGqCpRJZfu_mgjK_w/0PUJQJ983J8WPtO38LI6xyjrKr0vckt9ElLOSRtcyq1_pr_iIHFCJ-dzyjEMXr5B/bQZwlR0WsMumNB8TNsoXl3ZnmPzf4Rn1YuMHw3_g7yA),2006.011.BMP.AlMar.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/hn_HMRIJM9XuW7_85ErOtw/1bayG4gdkIQ3siMyVmyfNV-k4J-QcstJYj3N2wvNan8iM26MHl4HwQXzMBLViwMj/iaGyrUEY70_qSI4Xe7DiIiJO3ozd2J9uCTbh9CyP8fo)",,Good Condition,,Male,,,checked,,,,,9,Franklin Square,Southwest Baltimore,9918,,,,,12/2/2022 9:23am
2006.009.BMP.ChLaw,[Unknown],2006,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Charles Lawrence,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,"one of many painted columns, colorful frogs",,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,8298,,,,,12/2/2022 9:23am
2006.005.BMP.ShJam,[Unknown],2006,610 S. Broadway,,39.2846759,-76.593491,,,Shawn James,Mural,,,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21231,,Outdoor,mural,,"2006.005.BMP.ShJam(2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/1FpRqazyK_Kr5rjGlD1rHQ/Xs2DOChi2INX-Y0ZmvkeVBogtW0jF9A5ZisqQ1ywRthn41xZQEuTRn7oV-ws4k01/iS_34X-lKoqNYzOuMy9aD9kKNRHsrQcHJA3QFwSfld8),2006.005.BMP.ShJam.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/5HDioZt9z1xnH4xOeFa25A/N_JkjlYOZgE0AmDx_gxHYyUvgkzC0MvbEKetNge28A4iBSkGFUTdsFeSTgNuUivZ/Tx570Q29CD_ySIzebQLlRwIh5ubEVdH3sAT87Sxc1qI)",,,,Male,,,,,,,,1,Fells Point,Fells Point,3270,,,,,12/2/2022 9:23am
2006.014.BMP.MiOwe,[Unknown],2006,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Michael Owen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,"one of many painted columns, boy picking apple",,,"Excellent Condition, tagged in graffiti",,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,6767,,,,,12/2/2022 9:23am
2006.012.BMP.GaMul,[Unknown],2006,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Gary Mullen,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,"one of many painted columns, horse and carriage",,,Excellent Condition,,Male,,,checked,,,,,11,Downtown,Downtown/Seton Hill,6197,,,,,12/2/2022 9:23am
2006.006.BMP.GuJon,[Unknown],2006,Holliday and Saratoga Streets,Intersection,39.29146211325886,-76.61031346272442,Baltimore Farmer's Market,,Guy Jones,Mural,in place (check),,,,Baltimore Mural Program (BOPA),,,,,Baltimore,MD,21202,,Outdoor,mural,,,,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,7170,,,,,12/2/2022 9:23am
2006.010.XXX.ErMah,[Unknown],2006,212 Holliday Street,,39.293062,-76.609712,Baltimore Farmer's Market (parking lot under JFX),,Erin Mahoney,Mural,in place (check),,,,,,,,,Baltimore,MD,21202,column in parking lot,Outdoor,mural,one of many painted columns,,,Excellent Condition,,Female,,,checked,,,,,11,Downtown,Downtown/Seton Hill,4227,,,,,12/2/2022 9:23am
